words,polarity,frequency
literally,-0.265975543,467
west,0.356640794,466
values,-0.054727082,466
culture,0.473025942,465
likes,0.18919474,464
fake,-1.156980267,464
surprisingly,0.6470153,464
touch,0.695980906,465
magic,0.420041566,463
involving,0.087821963,463
yeah,-1.005138711,462
alive,0.253933766,462
immediately,0.137053496,462
stewart,0.861509679,459
harry,0.438813635,459
south,0.239297042,459
frank,0.82723046,458
garbage,-2.666517488,455
natural,0.769489881,455
utterly,-1.141574695,454
camp,-0.209127675,454
bought,0.0958502,455
honestly,-0.827764888,454
adaptation,0.291856888,453
sam,0.625150235,453
london,0.434383896,455
aspect,0.177048864,452
pictures,0.300342819,452
ability,0.257150965,452
detective,0.458067806,452
nobody,-0.557253734,451
glad,0.471383124,450
explain,-0.574261008,450
fair,-0.348457504,449
computer,-0.459608196,449
appearance,0.113310737,448
genius,0.830921987,448
sitting,-0.74381434,447
cult,0.084689083,447
attack,-0.320115774,446
master,0.711129245,445
meaning,0.180248743,445
personally,0.420581987,445
stick,-0.869593615,445
normal,0.195199152,446
u,0.308925551,444
army,-0.010967066,443
appeal,-0.071245845,442
knowing,0.350169278,442
tough,0.394669078,442
remains,0.705539347,439
humour,0.351616687,439
military,-0.212105598,439
nowhere,-0.98472338,438
journey,1.298119472,438
added,0.1762436,438
charlie,0.526012021,438
rare,1.330470274,437
thinks,-0.315031924,437
thank,0.277034324,436
dreams,0.970438702,436
c,-0.154869193,436
purpose,-0.601707195,435
touching,1.839680953,434
unbelievable,-1.071320682,434
comedies,0.496661998,433
week,0.189986028,433
catch,0.343553471,433
taste,-0.326235132,432
terms,0.407625618,432
chase,-0.094817123,432
beautifully,1.91663185,431
channel,-0.545041571,431
walking,-0.718868817,432
sexy,0.227611721,431
batman,0.489966729,430
terrific,1.623275788,431
twists,0.500380942,429
silent,0.617031541,429
fiction,0.306866343,428
kelly,0.434120573,427
wow,-0.297452267,427
standard,-0.078187505,427
equally,0.384697859,427
naked,-0.874772194,427
mood,0.660025429,426
subtle,1.178012203,426
mistake,-0.78796048,425
managed,-0.316433976,425
complex,1.061532539,424
laughable,-2.157835615,424
pick,-0.143456638,423
themes,0.871203568,422
road,0.196291608,422
chris,0.346859394,421
lovely,0.80918807,420
narrative,0.224189965,420
wild,0.364553908,420
disappointing,-1.104994323,420
likely,0.056518941,419
brain,-0.749561607,418
costumes,0.030369128,418
thus,0.093043612,418
plan,-0.123210264,419
issues,0.497821317,418
excuse,-1.848706389,418
club,0.230558563,418
outstanding,1.939423233,418
soldiers,0.131835409,418
painful,-1.588032249,417
producer,-0.340593395,417
date,0.305322634,418
justice,0.575977219,416
surely,-0.193541771,416
constantly,-0.06724974,415
christopher,0.475671203,415
government,0.166372613,414
fully,0.578060991,413
self,0.002959593,413
edge,1.004707237,412
law,0.265777562,412
boss,0.463948849,412
presented,0.179016743,412
victim,-0.132676133,412
cinematic,0.200404221,411
contains,0.253191543,411
door,-0.122892416,411
places,0.417266276,411
central,0.347286432,411
details,0.547389542,410
innocent,0.471348091,410
presence,0.220123001,410
climax,0.051582306,410
everybody,0.137759078,410
slowly,0.456697677,410
marriage,0.656130402,410
besides,-0.164348315,409
pass,-0.625143803,409
ride,0.773128768,409
manner,0.220405574,409
charles,0.69192802,408
hoping,-1.034883749,407
animals,-0.12020164,407
historical,0.029585937,406
charm,0.330987343,406
stunning,1.490730784,406
finish,-0.195336923,406
vampire,-0.234632643,405
d,-0.524248348,406
photography,0.418615829,405
impression,-0.222836563,405
you'd,-0.686524293,405
henry,0.783903378,405
loves,0.755052404,404
gang,0.253191238,404
spoiler,-0.511945815,404
thrown,-0.558895569,404
mysterious,0.456694392,404
disappointment,-1.357804762,403
expectations,0.002742785,403
bottom,-0.927049151,402
hey,-0.71398974,402
shoot,-0.782919728,402
allen,0.352178507,402
exception,-0.201802032,401
paris,0.422623455,401
woods,-0.477610245,400
minor,0.578583465,400
makers,-1.034525666,400
soul,0.621269901,399
festival,0.871297204,399
critics,0.537313475,398
aspects,0.465583315,398
stands,0.709155161,398
loud,-0.343915618,397
indian,0.173290862,397
suppose,-0.951671294,397
scenery,0.131866066,397
train,0.00854555,396
bother,-1.55621614,396
cry,0.852754816,396
church,0.076870321,396
color,0.488389557,395
feelings,0.887678578,395
sent,0.330818853,394
heavy,0.102052734,393
support,0.403991097,393
emotion,0.366986649,393
bruce,0.424629044,393
opportunity,-0.045587691,393
award,0.746452569,392
hotel,0.274187703,392
brief,-0.00492224,393
element,0.187378147,392
filming,-0.172132119,392
mainly,0.172541563,392
ahead,0.01508312,391
fascinating,1.279814762,391
forever,0.292334675,390
blue,-0.006390618,390
rated,-0.338674951,390
acts,-0.077265749,389
pieces,0.053992395,389
emotions,1.258338689,388
available,0.696050154,388
intended,-0.400543218,387
twice,0.09566374,387
dies,-0.403409177,386
building,-0.104177062,386
names,-0.528704409,385
throw,-0.950767756,386
track,0.085707289,385
compelling,0.751673233,384
serial,-0.110825118,384
happening,-0.341884422,383
changes,0.365611129,383
drawn,0.215662816,381
hurt,0.108349981,381
don,0.388247069,381
puts,0.563090014,380
green,-0.100490234,380
falling,-0.214721672,380
student,-0.282125222,379
smart,0.203386257,379
jerry,0.277162551,379
likable,0.287363882,378
offer,-0.191467928,378
speaking,-0.321183177,377
tired,-0.643824758,377
suggest,-0.283719817,377
include,0.071110808,376
bed,-0.22109042,376
pain,0.200748625,376
difference,0.048106639,376
victims,-0.318508975,375
confused,-0.410331658,374
adults,0.459460533,374
lover,0.480614462,374
followed,-0.100074573,373
impact,0.628430609,373
f,-0.679845131,373
billy,0.498902177,373
arthur,0.197804059,372
approach,0.464958033,372
giant,-0.469164339,372
motion,0.069238155,372
hasn't,0.189545876,371
appeared,-0.302208395,371
boyfriend,-0.269028888,371
page,0.052464674,371
developed,-0.007315942,371
bar,0.090116018,370
image,0.422807354,370
park,-0.014116708,369
jones,0.156245119,369
gorgeous,0.93305835,369
actresses,0.244776062,368
confusing,-0.713167362,368
trailer,-0.682391115,368
laughed,-0.330471263,368
notice,-0.000266496,367
system,0.390442168,368
summer,0.568041403,367
share,0.680077693,366
lacks,-0.851274288,365
fresh,0.752943709,365
numbers,-0.083453605,365
alien,-0.504529095,365
fellow,0.40883287,365
event,0.087007689,365
grade,-0.692042485,365
supposedly,-1.220113416,364
flaws,0.509661461,364
martin,0.391756685,364
murders,-0.060404725,364
moral,0.254487802,364
zero,-1.83281235,363
content,-0.04203657,363
noir,1.041892403,363
million,-0.419525531,362
al,0.441919893,362
opera,0.083053644,362
mom,-0.102365728,362
gem,1.954958718,361
ii,0.207513862,361
relationships,0.80648017,361
tragedy,0.790117499,361
answer,-0.027761936,361
mediocre,-1.192287277,360
helps,1.120775642,360
funniest,1.171278419,359
drive,-0.236627359,359
merely,-0.393505291,359
lighting,-0.237739915,359
proves,0.682426694,359
wondering,-0.611032656,359
agent,-0.044366412,359
students,-0.05238547,358
born,0.629866187,358
random,-1.325144726,358
mix,0.282341335,358
ray,0.52187501,357
j,0.501849667,357
delivers,1.131503892,356
finding,0.39607366,356
hospital,-0.065373623,356
creative,0.184629334,357
christian,0.175848456,356
putting,-0.353510459,356
key,0.378398927,355
standards,-0.13580698,355
race,0.117250225,354
damn,-0.398455484,354
drug,0.143081394,353
holes,-1.158955684,353
childhood,0.779237504,353
shock,-0.307722621,353
imagination,0.207779081,353
impressed,0.888328989,352
absolute,-0.232988387,352
lived,0.576493274,352
negative,0.256891277,351
attractive,-0.255801872,351
land,0.100576475,351
davis,0.819287407,351
paid,-1.245789901,351
alan,0.642844693,351
thoroughly,0.706065456,350
extreme,-0.027581499,350
rape,-0.469685133,350
flicks,-0.187442711,350
provides,0.924257493,350
ms,-0.057328931,349
becoming,0.473815486,348
latter,0.058799995,348
addition,0.425065597,347
seemingly,0.084372083,347
seconds,-1.220458534,347
folks,-0.454144325,347
reminded,0.148074455,347
flying,-0.178213446,346
fell,-0.611675642,346
brian,0.494084346,346
ugly,-0.885323741,345
detail,0.73791171,345
offers,0.362430062,345
thats,-0.457324925,345
porn,-1.379013857,345
tragic,0.957311392,345
faces,0.106589402,345
collection,0.46489392,343
afraid,0.108511371,343
intense,1.370907226,343
lord,0.137224897,342
affair,0.182023423,342
six,0.073046441,342
spot,0.119532275,342
ship,-0.262662437,342
williams,0.382564135,342
stuck,-0.466914711,341
lose,0.053086027,341
seven,0.415854856,341
industry,-0.045237718,341
forgotten,0.118548442,340
hidden,0.494839172,340
queen,0.179402138,340
soldier,0.255882412,339
count,-0.191008548,339
nasty,-0.190122772,339
beat,0.051304509,338
stone,-0.106792384,338
apartment,0.489147794,337
cliché,-1.238563203,337
adds,0.976704618,337
jackson,0.287838179,337
held,0.158315109,336
castle,0.238830609,336
rented,-1.050632333,337
shouldn't,-0.602384009,335
fashion,0.028539289,335
design,0.292786085,335
angry,-0.650090834,335
artistic,-0.068112226,335
uncle,0.216218198,335
therefore,-0.044708146,335
turning,-0.261479445,335
americans,-0.229232232,334
ground,-0.229037188,333
filmmaker,0.070175855,333
area,0.096102297,333
pull,-0.090179096,334
information,0.201527326,333
games,0.020865646,333
states,0.328095087,333
anymore,-0.411675687,332
bond,0.223695999,332
location,0.14136843,331
super,-0.100622379,331
listen,0.176764794,331
shocking,0.143109008,331
describe,-0.171850208,330
personality,0.194336075,330
jason,-0.150385296,330
lets,-0.143899652,330
step,0.265959968,331
danny,0.671952459,330
favourite,1.547261719,329
scientist,-0.529367295,330
deliver,-0.30176919,329
asks,0.440940358,329
animal,-0.149652382,329
ready,0.147669988,328
onto,-0.192674217,328
fox,0.433022109,328
creature,-0.352453547,328
picked,-0.177955701,328
wooden,-1.450412594,327
inspired,0.544211946,327
chinese,0.089653722,327
stephen,0.188718978,326
intelligence,-0.67062555,326
clothes,-0.687541088,326
news,0.165396159,326
grace,-0.104622641,326
led,0.289721567,326
dirty,0.07541389,326
redeeming,-2.559184938,325
compare,0.248686526,325
thin,-0.768285157,325
allowed,-0.285457761,325
criminal,0.388673266,325
member,0.15907209,324
carry,-0.201975121,324
helped,0.32731868,324
artist,0.454510642,323
tears,1.123079161,323
wonderfully,2.015590158,323
drugs,0.003698338,323
struggle,0.72090458,323
moved,0.705494316,322
teenage,-0.193033488,322
captain,0.361787929,322
necessary,0.205483366,322
desperate,-0.218485605,322
includes,0.51596292,321
trust,-0.024601376,320
deeply,0.962387812,320
whatsoever,-2.060455263,320
wars,0.366040607,320
willing,0.194843876,319
treat,1.047549502,319
began,0.006387355,319
andy,0.907669259,319
martial,0.21348722,319
food,0.029034124,318
direct,-0.303371597,318
g,0.042980537,318
ed,-0.22577832,318
commentary,0.309303355,318
quick,-0.084647809,318
nightmare,0.129123714,318
plane,-0.362119063,318
theatre,-0.117692167,319
heaven,0.137041343,317
disaster,-1.247873698,317
station,0.135591393,316
wall,-0.154284661,316
professional,0.14504142,316
humans,-0.16251694,316
accident,0.175973587,315
douglas,0.508197845,314
sleep,-0.820256114,315
phone,-0.418632266,313
cgi,-0.586251185,313
dying,-0.049899565,313
worthy,0.273333402,313
sky,0.220886221,313
introduced,0.035910182,312
superior,0.067951606,312
energy,0.062712221,312
johnny,0.660734183,312
rarely,0.445354554,312
teacher,0.334724203,311
sight,0.10183469,311
warning,-0.596986002,311
comedic,0.419179887,310
r,0.125155756,310
independent,0.378440194,310
anybody,-0.404927079,310
double,0.035315279,311
eddie,0.265070482,310
actions,0.265465463,310
unusual,1.00952676,309
roll,0.040296127,309
realized,-0.072982057,309
epic,0.527564621,309
remarkable,1.501224102,309
apparent,-0.438731944,308
powers,-0.083365155,308
mouth,-0.64455159,308
allow,-0.074746795,308
mental,0.015002656,308
wearing,-0.796084193,309
returns,0.309647133,307
continue,0.166794462,307
unnecessary,-0.857537259,307
tim,0.327900823,307
physical,0.512939316,307
witch,-0.474806317,306
keaton,0.356316092,306
provide,0.114457384,305
technical,0.01255495,305
pleasure,0.757337248,305
arts,0.262067266,304
absurd,-1.00221567,304
normally,-0.346859822,304
suicide,-0.047352709,304
desire,0.566126968,304
anywhere,-0.636396987,304
england,0.500308398,305
engaging,0.632461857,303
superman,-0.165880308,303
devil,-0.080398643,304
ford,0.535137322,303
taylor,0.503624429,303
fred,0.53149066,303
limited,0.09772268,302
skip,-1.607443202,302
surprising,0.588141756,302
bloody,0.012227129,302
jr,0.392021078,302
adam,0.048670801,302
scared,0.03317158,303
heroes,0.059375084,302
hitler,0.732591289,301
memory,0.363006651,301
process,0.300856876,301
wedding,0.132386044,301
brutal,0.865420663,301
watchable,-0.577054729,301
suspect,-0.137439776,300
accept,0.028272385,300
joan,0.384717765,300
ring,0.062157572,300
prince,0.529371559,300
media,0.265039642,300
machine,-0.27124561,301
russian,0.028039062,299
intriguing,0.411125559,299
legend,0.13499845,299
jeff,0.513677362,299
somebody,-0.892899629,298
search,0.463576936,297
suit,-0.389036091,297
wanting,0.205212855,297
finished,-0.236176778,297
reminds,0.633924637,297
holds,0.945163884,296
according,-0.231913339,296
build,-0.250781239,296
cops,-0.314781041,296
torture,-1.066283438,296
academy,0.756606446,296
vision,0.533406047,296
pacing,-0.050612311,296
hated,-1.100399607,296
nicely,0.832406384,295
passion,0.717615972,295
shakespeare,0.473603148,295
asked,-0.218004859,295
religious,0.026402055,294
exist,-0.178073409,294
cage,-0.524484742,294
dick,0.254465601,294
extra,0.075222319,293
grand,0.554836807,293
joy,1.387631194,293
bits,-0.269539319,293
pilot,0.028155156,293
faith,0.521001887,293
growing,0.918191316,293
clichés,-1.082800327,292
nick,0.341583295,292
ladies,0.157824928,292
price,0.368796294,291
constant,-0.041521442,291
tarzan,0.199394936,290
blame,-1.192988496,290
smile,0.540611101,290
originally,0.415824073,290
explanation,-0.954732417,290
lies,0.266180044,290
dangerous,0.363581192,290
kevin,0.380518085,289
instance,-0.207433249,289
sat,-1.118886571,289
community,0.390294964,288
jesus,-0.159619695,288
japan,0.479355491,288
moon,0.05007855,288
freddy,-0.095867092,287
deserve,-0.57321315,287
river,0.480973273,287
heroine,-0.239914116,286
met,0.35460945,286
toward,0.266650828,285
unknown,0.423896747,285
capture,0.459603819,285
gotten,-0.216787473,286
higher,0.071176703,284
accurate,0.497391442,284
players,0.481889024,284
winning,0.716060798,283
dressed,-0.557197993,282
quiet,1.076697152,282
whilst,0.154422214,282
explained,-0.695152491,282
friendship,1.708251538,282
fail,-0.601239154,282
teen,-0.063816783,282
hadn't,-0.426099072,281
knowledge,0.193794682,281
drunk,-0.679841936,281
player,0.095264133,281
heads,-0.261010437,281
kate,0.195432937,281
lovers,0.668073558,281
field,0.200191104,280
starting,0.130252986,280
humanity,0.693416604,280
mike,0.219114752,282
guns,-0.380271733,280
record,0.004935496,280
creating,0.397741925,280
sucks,-2.261763341,279
officer,0.284894827,279
memories,0.895440354,279
vhs,1.001461709,279
judge,0.307955498,279
jump,-0.425380937,280
villains,0.09587077,278
cars,-0.305247355,278
pop,-0.12241929,278
horse,-0.059910138,278
finest,1.950540683,278
fights,0.062839349,277
issue,0.119094839,277
featuring,0.104759027,277
radio,0.204531913,277
responsible,-0.239759141,276
lacking,-0.750496745,276
morgan,0.804201455,275
floor,-0.376613624,276
saved,-0.785021052,275
deserved,0.778554266,275
