words,frequency
amazed,183
reveals,183
idiot,183
larry,183
quest,183
jobs,183
sir,182
stayed,182
stays,182
code,182
ned,182
significant,182
wear,181
mature,181
rights,181
lifetime,181
examples,181
paying,181
studios,181
jungle,181
ghosts,181
angle,181
mere,181
status,180
thankfully,181
mexican,180
focuses,180
changing,180
necessarily,180
he'd,180
skill,180
clichéd,179
vietnam,179
sidney,179
suffer,179
lights,179
cruel,179
achieve,179
spite,179
interview,179
african,179
position,179
heavily,178
desperately,178
san,178
india,178
views,179
destroyed,178
metal,178
midnight,178
murderer,178
n,178
summary,178
dude,179
artists,178
initially,177
fabulous,177
driven,177
device,178
understood,177
ignore,177
facial,177
productions,177
format,177
seek,177
teeth,177
pregnant,177
warner,177
forgot,176
dennis,176
closing,176
hardy,176
campy,176
answers,176
beloved,176
complicated,176
placed,176
bore,176
deeper,176
renting,176
maria,175
prefer,175
sounded,175
settings,175
ludicrous,175
raw,175
table,176
lincoln,175
elizabeth,175
expert,175
reminiscent,175
disbelief,175
encounter,175
faithful,175
slapstick,175
greater,174
description,174
racist,174
brad,174
inept,174
league,174
julie,174
environment,174
helping,174
rolling,174
sensitive,174
shadow,174
flashback,174
appreciated,174
task,174
learning,174
warned,174
extraordinary,173
musicals,173
storytelling,173
funnier,173
claire,173
mildly,173
ill,173
amazingly,173
ain't,173
sleeping,173
underground,173
cabin,173
fourth,172
decades,172
depiction,172
aunt,172
quirky,172
halfway,172
suck,172
truck,172
stereotypical,172
entertain,172
regarding,172
cultural,172
rough,172
notorious,172
leslie,172
sandler,172
extent,171
turkey,171
sun,171
daughters,171
sword,171
kung,171
criminals,171
dress,171
convey,171
originality,171
honor,171
criticism,171
jessica,171
arms,171
calling,171
expression,170
drinking,170
touched,170
indie,170
critical,170
choices,170
bbc,170
praise,170
michelle,170
buck,169
purely,169
could've,169
base,169
experiment,170
spoof,169
picks,169
inspiration,169
comical,170
novels,168
basis,168
bollywood,168
demon,168
notable,168
prepared,168
graphics,168
throwing,168
breathtaking,168
cell,168
flight,167
miller,167
serve,167
succeeds,167
friendly,167
introduction,167
jail,167
join,167
throws,167
properly,167
lazy,167
rip,167
starred,167
causes,166
charge,166
kiss,166
adding,166
burt,166
cooper,166
raised,166
stanley,166
wears,166
blown,166
laura,166
weapons,166
handle,166
strangely,166
brooks,166
via,167
nowadays,166
everyday,166
lie,166
rogers,166
intellectual,165
protect,165
caring,165
lane,165
blair,165
challenge,165
regard,165
nonetheless,164
wins,164
amongst,164
ratings,164
raise,164
nazi,164
fallen,164
screening,164
so-called,163
escapes,163
carried,163
carries,163
bettie,163
embarrassed,163
mirror,163
tracy,163
attempting,163
westerns,163
gruesome,163
usa,163
trick,163
lion,163
related,163
carrying,163
daily,163
cases,162
sinister,162
alas,162
breath,162
arrives,162
tree,162
holmes,162
philip,162
reed,162
wave,162
enjoying,162
authentic,162
tales,162
obnoxious,162
tradition,161
pet,161
busy,161
navy,161
replaced,161
obsession,161
stanwyck,161
exists,161
interpretation,161
sleazy,161
southern,161
mansion,161
chilling,161
sitcom,161
confusion,161
carpenter,161
christ,161
needless,162
stomach,160
madness,160
successfully,160
ironic,160
jewish,160
lucy,160
reference,160
remote,160
timing,160
presentation,160
sutherland,160
locked,160
attacked,160
determined,160
flow,160
intentions,160
angels,160
clips,159
hood,159
jake,159
shut,159
fortunately,159
guard,159
marvelous,159
punch,159
ha,159
rival,159
essential,159
horrific,158
stupidity,158
legs,158
titles,158
ashamed,158
jumps,158
term,158
risk,158
intensity,158
interviews,158
vacation,158
brando,158
tight,158
topic,158
manager,158
served,158
inspector,158
attacks,157
established,157
goofy,157
remind,157
comedian,157
stylish,157
oddly,157
albeit,157
matthau,157
delight,157
patient,157
stops,157
retarded,156
sides,156
seagal,156
thrilling,156
cook,156
contain,156
jay,156
suspects,156
balance,156
sold,157
frequently,156
poignant,156
dollar,156
personalities,156
sullivan,156
bridge,155
sum,155
hence,155
rochester,155
struggles,155
flawed,155
bo,155
thief,155
widmark,155
revolves,154
refuses,154
greatly,154
screenwriter,154
drives,154
internet,154
shower,154
grey,155
expressions,154
par,154
baker,154
bette,154
upset,154
overcome,154
wishes,154
chair,153
spoken,153
elvis,153
credibility,153
hole,153
east,153
mindless,153
lessons,153
innocence,153
mentally,153
warn,153
cynical,153
franchise,153
elvira,153
thousands,153
riding,152
lesser,152
racism,152
controversial,152
helen,152
mouse,152
dinner,152
advantage,152
toy,152
glass,152
stranger,152
corner,152
credible,152
mob,152
italy,152
fbi,151
derek,151
storm,151
bitter,151
andrews,151
bound,151
text,151
dentist,151
wealthy,151
tense,151
bugs,151
dubbing,151
spielberg,151
nelson,151
guessing,150
streisand,150
adapted,150
trial,150
opened,150
gross,150
pride,150
hundreds,150
trite,151
suffered,150
:),150
technique,150
dislike,150
hills,150
broke,150
medical,150
seeking,150
reunion,150
countries,150
enjoyment,150
chaplin,150
kurt,149
crisis,149
glimpse,149
succeed,149
wasting,149
performers,149
sexuality,149
noble,149
shines,149
whereas,149
ourselves,149
uncomfortable,149
britain,149
infamous,148
pool,148
gripping,148
millions,149
mass,148
physically,149
thrillers,148
sings,148
shorts,148
happily,148
courage,148
perform,148
catholic,148
separate,148
hint,148
atmospheric,147
drink,147
contact,147
ensemble,147
wwii,147
oscars,147
shape,147
andrew,147
nine,147
arnold,147
curse,147
karloff,147
irony,147
exceptional,147
cameos,146
dear,146
virgin,146
assistant,147
cheese,146
bat,146
glory,146
scripts,146
flynn,146
weapon,146
sons,146
hamlet,145
horses,145
suggests,145
cube,145
protagonists,145
ralph,145
meaningful,145
idiotic,145
troubled,145
burton,145
steps,145
quote,145
vincent,145
letting,145
snow,145
tied,145
connected,145
host,145
consists,144
perfection,144
lying,144
portrait,144
dancer,144
sentimental,144
sin,144
stretch,144
bag,144
hundred,144
cousin,144
holiday,144
develops,144
plague,144
unforgettable,144
noted,144
gain,143
lovable,143
card,143
worlds,143
fish,143
repeat,143
annoyed,143
knife,143
attraction,143
condition,143
neighborhood,143
redemption,143
accepted,143
spots,143
boll,144
concert,142
glover,142
neat,142
dorothy,142
torn,142
roberts,142
chuck,142
catherine,142
saves,142
colorful,142
searching,142
aired,142
stan,142
miscast,142
lucas,142
hoped,142
belongs,142
plastic,142
hiding,142
pat,142
dig,142
arm,142
proof,142
dialogs,141
denzel,141
walken,141
one-liners,141
object,141
curtis,141
boredom,141
hudson,141
terrifying,141
entry,141
encounters,140
fortune,141
equal,140
eerie,140
guts,140
bears,140
imaginative,140
month,140
library,140
concerns,140
massacre,140
aged,140
worry,140
chases,140
hanks,139
sends,139
zone,139
achieved,139
profound,139
tune,139
complaint,139
tour,139
stunts,139
pack,139
flaw,139
elsewhere,139
lloyd,139
crimes,139
factory,139
eva,139
appearances,139
endearing,139
neighbor,139
segments,139
expensive,138
essence,138
homeless,138
laid,138
jeremy,138
carol,138
closely,138
checking,138
scientists,138
hooked,138
canada,138
solve,138
hunting,138
cusack,137
wing,137
winter,137
competent,137
incoherent,137
loser,137
st,137
rocks,137
oil,137
bobby,137
teach,137
birthday,137
dealt,137
rush,137
striking,137
civil,137
tribute,137
tricks,136
battles,136
rushed,136
appearing,136
heston,136
believing,136
colour,136
charisma,136
countless,136
dragged,136
reactions,136
virus,136
hang,136
thousand,136
videos,136
dare,136
attempted,136
pitch,136
shoots,135
chasing,135
silver,135
briefly,135
k,135
strikes,135
hip,135
techniques,135
magazine,135
pointed,135
health,135
doc,135
sally,135
dramas,135
covers,135
ritter,135
unintentionally,134
horrendous,134
charismatic,134
surrounding,134
surrounded,134
gag,134
goal,134
slight,134
kane,134
crafted,134
barry,134
eastwood,134
neck,134
workers,134
carter,134
grows,134
burning,134
hearts,134
tons,133
dawn,133
walls,133
painting,133
iii,133
stronger,133
noise,135
split,133
secretary,134
basement,133
spike,133
admittedly,133
stood,133
trade,133
homage,133
chances,133
wake,132
godfather,132
corrupt,132
ian,132
they'd,133
cole,132
requires,132
nose,132
easier,132
fired,132
spending,132
pie,132
intention,132
weight,132
cox,132
attached,132
specific,132
ripped,133
represents,132
guest,132
shall,132
exercise,131
university,131
relevant,131
duke,131
miike,131
disagree,131
stated,131
guilt,131
associated,131
beating,131
wanna,131
gothic,131
sexually,131
projects,131
forgive,131
occurs,131
stunt,131
revelation,131
kicks,131
messages,131
carefully,131
le,131
tea,131
stealing,131
hype,130
drags,130
inevitable,130
identify,130
medium,130
notch,130
acceptable,130
bakshi,130
importance,130
jesse,130
killings,131
typically,130
increasingly,129
carrey,129
row,129
luckily,129
huh,129
cardboard,129
comics,129
per,129
gift,129
dropped,129
investigation,129
bush,129
nights,129
vague,129
kubrick,129
reynolds,129
lily,129
savage,129
thumbs,129
mild,129
brand,129
faced,130
allowing,128
brilliance,128
gotta,128
fisher,128
strictly,128
performing,128
enters,128
continued,128
kudos,128
toilet,128
resolution,128
instantly,128
bride,128
kidnapped,128
destruction,128
fitting,128
dawson,128
contract,128
breasts,128
monkey,128
shining,128
korean,128
thrills,128
afterwards,128
lab,129
executive,128
brosnan,128
non-existent,128
fifteen,127
importantly,127
pleased,127
flash,127
jamie,127
overlooked,127
persona,127
commit,127
joey,127
insulting,127
presumably,127
competition,127
press,127
letter,127
con,127
creators,127
alike,127
pushed,127
norman,127
tremendous,127
handful,126
silence,126
fears,126
estate,126
individuals,126
worthless,126
must-see,126
realise,126
australia,126
bible,126
wondered,126
useless,126
beings,126
arrested,126
aforementioned,126
mafia,126
relative,126
sophisticated,126
nuclear,125
regardless,125
creation,125
talked,125
disease,125
narrator,125
packed,125
real-life,125
doors,125
astaire,125
buried,125
wonders,125
listed,125
partly,125
appalling,125
strike,125
returning,125
cruise,125
strip,125
corpse,125
jerk,124
menacing,124
flawless,124
mitchell,124
bullets,124
citizen,124
heat,124
planning,124
pleasantly,124
highlights,124
bucks,124
spell,124
outrageous,124
frustrated,124
union,124
admire,124
guide,124
miserably,124
grandmother,124
critic,124
cagney,124
nurse,124
hitting,124
digital,124
poverty,124
ward,124
evident,124
abc,124
satan,123
ken,123
perry,123
shy,123
fatal,123
generous,123
francisco,123
characterization,123
consequences,123
burn,123
territory,123
goldberg,123
diamond,123
drivel,123
achievement,123
horrors,123
cup,123
larger,123
prevent,123
curiosity,123
conspiracy,123
attracted,123
superbly,123
twin,123
boxing,123
jumping,123
clues,123
uninspired,123
opposed,122
davies,122
shortly,122
motivation,122
repetitive,122
accused,122
picking,122
slightest,122
souls,122
logical,122
psychiatrist,122
ambitious,122
alexander,122
emily,122
inspiring,122
photographed,122
spooky,122
blob,122
ticket,122
empire,122
accomplished,122
falk,122
splendid,122
blows,122
neil,122
dire,122
temple,122
ironically,122
response,122
spiritual,122
los,122
lou,122
gandhi,122
craig,122
cared,122
stiff,122
notes,122
raped,121
convoluted,121
watches,121
samurai,121
root,121
they'll,121
felix,121
morality,121
installment,121
indians,121
directorial,121
lacked,121
cameron,121
suits,121
timeless,121
struck,121
sacrifice,121
wes,121
non,121
manhattan,121
spring,121
hire,121
subsequent,121
piano,121
push,121
revealing,121
fay,121
ruth,121
depression,121
turner,120
distant,120
ignored,120
ad,120
em,120
precious,120
overdone,120
documentaries,120
intrigued,120
subplot,120
modesty,122
hatred,120
laurel,120
sole,120
beer,120
melodramatic,120
duo,120
dracula,120
farce,120
remaining,120
forbidden,120
spoiled,120
shark,120
rip-off,120
reasonably,119
pulling,119
mel,119
liberal,119
